文旅,#genre#
007之24幽灵党,https://vd3.bdstatic.com/mda-pgbyvjj8re45pwdw/1080p/cae_h264/1689292433341859049/mda-pgbyvjj8re45pwdw.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2054288422&vid=7515368208174228924&auth_key=1711850654-0-0-060ed97eb4a0d039d65e005b7fb1fd43&bcevod_channel=searchbox_feed
007之25无暇赴死,https://vd2.bdstatic.com/mda-pgf2y087ci7susr5/1080p/cae_h264/1689535563107621642/mda-pgf2y087ci7susr5.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2078821641&vid=3490700189593886679&auth_key=1711850678-0-0-f759590b1ec430372e8028ff407ed963&bcevod_channel=searchbox_feed
007肖恩康纳利,https://vd2.bdstatic.com/mda-qcs3nztfh3bjg0qa/1080p/cae_h264/1711762264640309948/mda-qcs3nztfh3bjg0qa.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0655316385&vid=6972683645976675443&auth_key=1711849256-0-0-1c5d2f71e28dbe304ace66b222ab6f02&bcevod_channel=searchbox_feed
007鲁斯南,https://vd3.bdstatic.com/mda-pkj1m62pj2cs9etp/1080p/cae_h264/1700477898574562246/mda-pkj1m62pj2cs9etp.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2342497152&vid=12534756755552851394&auth_key=1707368942-0-0-0a0ce8c0ae69f045e6e601cb07f78415&bcevod_channel=searchbox_feed
007丹尼尔,https://vd4.bdstatic.com/mda-pkj1eu9p22imtuym/1080p/cae_h264/1700462289296540615/mda-pkj1eu9p22imtuym.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2295219099&vid=3662584832628412525&auth_key=1707368895-0-0-12473e61811a2a74cf88be844c06f974&bcevod_channel=searchbox_feed
007回顾,https://vd3.bdstatic.com/mda-mjr9kkzwykasfgzm/fhd/cae_h264_nowatermark/1635239406224440227/mda-mjr9kkzwykasfgzm.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0584129522&vid=8715438360516818244&auth_key=1696167584-0-0-21d4f2b8d38255038e3096f5b93264b5&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=530&split=1219953

輕音樂,#genre#
曼托瓦尼Mantovani十五首,https://vd3.bdstatic.com/mda-pa9ben4q59u786j8/576p/h264/1673338832855109298/mda-pa9ben4q59u786j8.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0889096756&vid=743460350873495257&auth_key=1702302289-0-0-521a98d7abd82897261f1ec1ec1e19fe&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=204&split=1396798
曼托瓦尼《查梅因》Charmaine,https://vd3.bdstatic.com/mda-phv0wqcgu60i4wnk/1080p/cae_h264/1693361655494013460/mda-phv0wqcgu60i4wnk.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1154567500&vid=5138614090189156381&auth_key=1703900954-0-0-286c94215007ea9fc8f512a1807a360e&bcevod_channel=searchbox_feed
神秘园,https://vd4.bdstatic.com/mda-qb1i0w4w1jg0me5u/uhd/cae_h264/1706969155728281032/mda-qb1i0w4w1jg0me5u.mp4?pd=2&pt=0&cr=-1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2920983358&vid=3797231644160477632&auth_key=1710638321-0-0-acca9923e6d8af2eb13f7de9b9cc98ed&bcevod_channel=searchbox_feed
黎明Mattinata,https://vd2.bdstatic.com/mda-pjae49zb0mwkirty/1080p/cae_h264/1697041507642040609/mda-pjae49zb0mwkirty.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0885163304&vid=1180825948769771560&auth_key=1703900685-0-0-bb924ef81e6ca0cb710b49e8d032e590&bcevod_channel=searchbox_feed
乘着歌声的翅膀On Wings Of Song,https://vd2.bdstatic.com/mda-pigfhcnxfz3k205k/1080p/cae_h264/1694972783567552313/mda-pigfhcnxfz3k205k.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1604753927&vid=15163187153780509950&auth_key=1703901404-0-0-76ef1c9d9650c119763089c48089756e&bcevod_channel=searchbox_feed
绿袖Green Sleeves,https://vd2.bdstatic.com/mda-phwb3y24am1eq5ax/1080p/cae_h264/1693502107693611296/mda-phwb3y24am1eq5ax.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1463904214&vid=207529308273207343&auth_key=1703901264-0-0-d4ff2d8c991153417023dced2f3ac74c&bcevod_channel=searchbox_feed
红磨坊Moulin Rouge,https://vd3.bdstatic.com/mda-phubr8kcjscuhnet/1080p/cae_h264/1693608914360596755/mda-phubr8kcjscuhnet.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0938501874&vid=11539778801593534641&auth_key=1703900738-0-0-4f1f28378a3e5b364b32fe8590fc41d4&bcevod_channel=searchbox_feed
玫瑰色的人生La Vie en Rose,https://vd3.bdstatic.com/mda-phubmn97fsph6g0b/1080p/cae_h264/1693390282091560392/mda-phubmn97fsph6g0b.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1010768053&vid=8578222831814998231&auth_key=1703900810-0-0-bf39c52a3e1a0a0e5ffc880277bbef16&bcevod_channel=searchbox_feed
南国玫瑰圆舞曲Roses From The South,https://vd4.bdstatic.com/mda-pjcfsay6hx1gh96d/1080p/cae_h264/1697235025588126726/mda-pjcfsay6hx1gh96d.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2370918383&vid=10015509809517896612&auth_key=1703902171-0-0-f048c68f369102198c058c89d53f430b&bcevod_channel=searchbox_feed
鸽子La Paloma,https://vd3.bdstatic.com/mda-pjadzdu8jn757g0g/1080p/cae_h264/1697041196736753937/mda-pjadzdu8jn757g0g.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1944866983&vid=3171662648155477684&auth_key=1703901744-0-0-0a11401df2de82987c04e1d0283d28ed&bcevod_channel=searchbox_feed
学生王子的小夜曲,https://vd3.bdstatic.com/mda-pjae122t43e70khe/1080p/cae_h264/1697041253525295139/mda-pjae122t43e70khe.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1987370531&vid=8003234182139502321&auth_key=1703901787-0-0-5e2964da810d898283c1faccf7874148&bcevod_channel=searchbox_feed
桑塔露琪亚Santa Lucia,https://vd3.bdstatic.com/mda-pja8mm0jf7kej8y5/1080p/cae_h264/1697014845985286863/mda-pja8mm0jf7kej8y5.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2056378767&vid=15170577510483727304&auth_key=1703901857-0-0-6a30a1bda09cfde2f9f553c3969a5f7f&bcevod_channel=searchbox_feed
出埃及记,https://vd3.bdstatic.com/mda-phwb6erjvii9eqxw/hd/cae_h264/1693502326731574652/mda-phwb6erjvii9eqxw.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1564689121&vid=13550152745207980481&auth_key=1703901364-0-0-6bd4c6098dd0f813ffbd4c96c15f0faf&bcevod_channel=searchbox_feed
重归苏莲托,https://vd4.bdstatic.com/mda-pd1b301hmnmq6t9a/1080p/cae_h264/1680421959455537938/mda-pd1b301hmnmq6t9a.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2487170391&vid=11095038224533990085&auth_key=1703902287-0-0-e4d62ec360b4c5c0d03ca6cc51a4fd54&bcevod_channel=searchbox_feed
印度之歌Song of india,https://vd2.bdstatic.com/mda-pj8hnugvptnk28kd/1080p/cae_h264/1696908009411533272/mda-pj8hnugvptnk28kd.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1816947822&vid=7857010599549467003&auth_key=1703901617-0-0-2e7e5500931db9517f9e46fd59492013&bcevod_channel=searchbox_feed
墨西哥草帽舞Maxican Hat Dance,https://vd2.bdstatic.com/mda-pjadxk6x3xmsyqg2/1080p/cae_h264/1697040911926825094/mda-pjadxk6x3xmsyqg2.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2433900783&vid=4080688657776500533&auth_key=1703902234-0-0-cc6b3ce705f5b7dcdc3a404636ca19bf&bcevod_channel=searchbox_feed
瑞典狂想曲Swedisk Rhapsody,https://vd2.bdstatic.com/mda-phubpq7xasdujtxr/576p/h264/1693296952880600360/mda-phubpq7xasdujtxr.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0976859933&vid=14219293082294540983&auth_key=1703900776-0-0-1eec74e2e852f43ea1f029a3676ffe80&bcevod_channel=searchbox_feed
秋叶Autumn leaves,https://vd4.bdstatic.com/mda-phubibgmdy0d4utw/1080p/cae_h264/1693394882634115729/mda-phubibgmdy0d4utw.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1084342070&vid=8210575903301641658&auth_key=1703900884-0-0-d18a9b358c0946ce2999a775ef51d5f4&bcevod_channel=searchbox_feed
日出日落,https://vd2.bdstatic.com/mda-pjaq8bneqf96k32q/576p/h264/1697044018688437803/mda-pjaq8bneqf96k32q.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1908057142&vid=12474243389248313536&auth_key=1703901708-0-0-98e5ab2727626aadd76154b5c1fa735a&bcevod_channel=searchbox_feed
月亮河,https://vd2.bdstatic.com/mda-phwb4xpk6x4rwf98/hd/cae_h264/1693502139955326514/mda-phwb4xpk6x4rwf98.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1321727679&vid=8549804415963530163&auth_key=1703901121-0-0-bb6a1231c91cd270346d55a672dbddca&bcevod_channel=searchbox_feed
蓝天,https://vd3.bdstatic.com/mda-pm6bxjcg3bt797x3/576p/h264/1701937519519385239/mda-pm6bxjcg3bt797x3.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0966409670&vid=11544953934123030841&auth_key=1702737966-0-0-f1e6d8b1fad33c4450a58ad537fb5f4e&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=194&split=378927
意大利随想曲,https://vd3.bdstatic.com/mda-pja94tn419e1ny3a/1080p/cae_h264/1697017262188397337/mda-pja94tn419e1ny3a.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0220460211&vid=2422037154212445684&auth_key=1707986021-0-0-1f4da9fcd8fa7fc386e098d43fbedfc0&bcevod_channel=searchbox_feed
阿姆斯特丹的郁金香,https://vd3.bdstatic.com/mda-naa9fjb5k1vps0kb/hd/cae_h264_delogo/1642128560593016526/mda-naa9fjb5k1vps0kb.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2771258440&vid=3287155761986957517&auth_key=1703902571-0-0-8d795ddd345b8a8b5793fcfd30c00d0e&bcevod_channel=searchbox_feed
德克萨斯的黄玫瑰,https://vd2.bdstatic.com/mda-pj7h9a0k5kndv4wt/1080p/cae_h264/1696815161773669258/mda-pj7h9a0k5kndv4wt.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0172597532&vid=5401734828919462726&auth_key=1707985972-0-0-4b09b23eaa7a6b5561df1d8741269ac0&bcevod_channel=searchbox_feed
保罗莫里亚《蓝色的爱》,https://vd2.bdstatic.com/mda-pa7fhnriesvh70mh/uhd/cae_h264/1673388056137573065/mda-pa7fhnriesvh70mh.mp4?pd=2&pt=0&cr=-1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0077108960&vid=4366535878509531609&auth_key=1703989877-0-0-a76cc50a21fe51ba907ca1e06e949208&bcevod_channel=searchbox_feed
爱琴海的珍珠Penelope,https://vd2.bdstatic.com/mda-pheyyzm2f1hj8a50/1080p/cae_h264/1692206438965538059/mda-pheyyzm2f1hj8a50.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0975401987&vid=6437620369541490653&auth_key=1703990775-0-0-71236356d7edc6573ff395450eae1f8b&bcevod_channel=searchbox_feed
查尔达什舞曲Czardas,https://vd4.bdstatic.com/mda-pia5jwhh716y31b3/1080p/cae_h264/1694457595516307401/mda-pia5jwhh716y31b3.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1242704339&vid=15885316740177709002&auth_key=1703991042-0-0-6c8ed9ec0b93fb85c85c69af6b1b1ec0&bcevod_channel=searchbox_feed
木偶的步态舞Pupper On A String,https://vd2.bdstatic.com/mda-picb4ehzw5c04gcx/576p/h264/1694591499847959543/mda-picb4ehzw5c04gcx.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1315274289&vid=18351350112206414243&auth_key=1703991115-0-0-7502fd2074bf0328beda3ba42fba6a21&bcevod_channel=searchbox_feed
比利提斯Bilitis,https://vd3.bdstatic.com/mda-phpeu3rpc8xft99b/1080p/cae_h264/1692937954786651536/mda-phpeu3rpc8xft99b.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2179774958&vid=11180395976467382161&auth_key=1703991979-0-0-dddacf94554c7d7ca44f3619a4815a98&bcevod_channel=searchbox_feed
鸽子,https://vd2.bdstatic.com/mda-phpzi9t4757gn0tx/hd/cae_h264/1692991417153840016/mda-phpzi9t4757gn0tx.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2060329113&vid=17231420970186258896&auth_key=1703991860-0-0-575b1af73dd815df4e075997d3f6dfaf&bcevod_channel=searchbox_feed
莎巴女王Reine de saba,https://vd3.bdstatic.com/mda-phf85jd94r4nw9zg/1080p/cae_h264/1692237796154198478/mda-phf85jd94r4nw9zg.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1478633802&vid=11059405759096021254&auth_key=1703991278-0-0-af1024380bb193d5c44aa6310e7c1aa2&bcevod_channel=searchbox_feed
教父Godfather,https://vd3.bdstatic.com/mda-phfacfv3ic9qhgu4/1080p/cae_h264/1692252211700136798/mda-phfacfv3ic9qhgu4.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1558463663&vid=13812331229678695197&auth_key=1703991358-0-0-9b72c712e42fff955fe88290da120926&bcevod_channel=searchbox_feed
钢琴叙事曲,Piano Ballade,https://vd2.bdstatic.com/mda-phgm839a39ct7tg8/1080p/cae_h264/1692361844237217856/mda-phgm839a39ct7tg8.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1666054448&vid=12174495301649653826&auth_key=1703991466-0-0-4297c07d34361ef302f512f5898cddc6&bcevod_channel=searchbox_feed
爱是忧郁的LoveIs Blue,https://vd3.bdstatic.com/mda-phez4seii15zb4nm/1080p/cae_h264/1692206561819923115/mda-phez4seii15zb4nm.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0740008399&vid=2323733639252032727&auth_key=1703990540-0-0-fde8bc43c4ae560564ff7bd998cac35b&bcevod_channel=searchbox_feed
最后的华尔兹The last waltz,https://vd4.bdstatic.com/mda-pidzyngn88u3aqzt/576p/h264/1694735913115999547/mda-pidzyngn88u3aqzt.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1397739113&vid=928432802357974342&auth_key=1703991197-0-0-48d8042c95753dace804a2dec2d0b134&bcevod_channel=searchbox_feed
一条街《UN BANC, UN ARBRE, UNE RUE》,https://vd2.bdstatic.com/mda-phi2440iqu6k6cm7/1080p/cae_h264/1692415820940448537/mda-phi2440iqu6k6cm7.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1963257719&vid=8885181132294183459&auth_key=1703991763-0-0-061c2cd4bc9ea4c2c4d0222a718d43aa&bcevod_channel=searchbox_feed
保罗莫里哀15首轻音乐,https://vd4.bdstatic.com/mda-pa9ben4cixg4pa2x/576p/h264/1673338802250824089/mda-pa9ben4cixg4pa2x.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0161795544&vid=5158164085914791052&auth_key=1703853162-0-0-de630eacd318620cc2b791ea85c3a679&bcevod_channel=searchbox_feed&cntl_id=ct_base&sle=1&sl=198&split=1416618
詹姆斯拉斯特轻音乐10首,https://vd4.bdstatic.com/mda-pa886rvzhipfh5d9/576p/h264/1673243491739291856/mda-pa886rvzhipfh5d9.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1454435478&vid=954051762452689568&auth_key=1703944454-0-0-c0c27a3bcdc2c2fcd4270244c7c767f2&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=202&split=1334442
班得瑞轻音乐10首,https://vd3.bdstatic.com/mda-pmnc0q5pz96ed8ky/1080p/cae_h264/1703347766531767081/mda-pmnc0q5pz96ed8ky.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0341945170&vid=7276009776338666914&auth_key=1705800942-0-0-10fac0220746625b41c95f23437736c1&bcevod_channel=searchbox_feed
詹姆斯拉斯特《晴朗的一天Summchor》,https://vd3.bdstatic.com/mda-pinib1kc6sfbvhjm/1080p/cae_h264/1695476472399290616/mda-pinib1kc6sfbvhjm.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1074972304&vid=18099913855510316654&auth_key=1710668875-0-0-549896a38a8c44cb3262d9666c7a4e3f&bcevod_channel=searchbox_feed
詹姆斯拉斯特《孤独的牧羊人Der Einsame Hirte》,https://vd4.bdstatic.com/mda-phsayfh8wkvd838f/1080p/cae_h264/1693253651659002424/mda-phsayfh8wkvd838f.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1201521989&vid=3727996514084675892&auth_key=1710669001-0-0-3831ca1ad555d153f604bd3e06053807&bcevod_channel=searchbox_feed
詹姆斯拉斯特《孤独的牧羊人Der Einsame Hirte》,https://vd4.bdstatic.com/mda-phsayfh8wkvd838f/1080p/cae_h264/1693253651659002424/mda-phsayfh8wkvd838f.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1666800781&vid=3727996514084675892&auth_key=1703944666-0-0-cfa5d44fcfa02be38a011877fdeb8edc&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=834&split=1399386
詹姆斯拉斯特《山鹰之歌》,https://vd4.bdstatic.com/mda-phtbmzz6r14nvxuv/1080p/cae_h264/1694648334469117068/mda-phtbmzz6r14nvxuv.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1259338030&vid=6647919357838616865&auth_key=1710669059-0-0-f849b96b516994324f0cc2f1a6620e98&bcevod_channel=searchbox_feed
詹姆斯拉斯特《山鹰之歌》,https://vd4.bdstatic.com/mda-phtbmzz6r14nvxuv/1080p/cae_h264/1694648334469117068/mda-phtbmzz6r14nvxuv.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1725847538&vid=6647919357838616865&auth_key=1703944725-0-0-a5a0da6d59c33f0a237e64de9d9d3871&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=311&split=567322
詹姆斯拉斯特《乡村骑士Cavalleria Rusticana》,https://vd2.bdstatic.com/mda-piec6e9n2710uyiq/1080p/cae_h264/1694859949679360888/mda-piec6e9n2710uyiq.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2521078588&vid=6340579588855111280&auth_key=1703992322-0-0-961fff70a1a03f794070f8b02566d4b0&bcevod_channel=searchbox_feed
詹姆斯拉斯特《孤独的牧羊人Der Einsame Hirte》,https://vd4.bdstatic.com/mda-phsayfh8wkvd838f/1080p/cae_h264/1693253651659002424/mda-phsayfh8wkvd838f.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1666800781&vid=3727996514084675892&auth_key=1703944666-0-0-cfa5d44fcfa02be38a011877fdeb8edc&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=834&split=1399386
詹姆斯拉斯特《奇异恩典Amazing Grace》,https://vd2.bdstatic.com/mda-phsg07qw8p7f86w5/1080p/cae_h264/1693269661423666974/mda-phsg07qw8p7f86w5.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1794255063&vid=17620317231643433149&auth_key=1703944795-0-0-ef5ee970cee97e62f1ee65038c51c752&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=582&split=982606
詹姆斯拉斯特《我心中响起一支歌》,https://vd2.bdstatic.com/mda-pinj73sk82zfc9ea/1080p/cae_h264/1695479892723000881/mda-pinj73sk82zfc9ea.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1918774216&vid=6101958026861974436&auth_key=1703944918-0-0-5b6c642aff7ab93b5f8ae721aca57eab&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=545&split=943598
詹姆斯拉斯特《樱桃红》,https://vd2.bdstatic.com/mda-pfj60qivtrmp1n47/576p/h264/1687234529698870570/mda-pfj60qivtrmp1n47.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2124386884&vid=5880427947873757209&auth_key=1703945124-0-0-de9d5363c4379d5f05f570eadb9bad3a&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=256&split=439015
小夜曲集锦,https://vd2.bdstatic.com/mda-pfrje45rqkak27c7/1080p/cae_h264/1687790321704419747/mda-pfrje45rqkak27c7.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1505521491&vid=4829281556652645163&auth_key=1687823705-0-0-3657f3d6106377801c58bbf6519f1cc9&bcevod_channel=searchbox_feed
三大轻音乐队合集,https://vd2.bdstatic.com/mda-ncm9eq7vx7thpctz/1080p/cae_h264_delogo/1647932508410160982/mda-ncm9eq7vx7thpctz.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1029741530&vid=2462651787856597733&auth_key=1702302429-0-0-047d1cdc6b768e6fbae21bb6534cf373&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=723&split=1608126
浦琦璋电子琴独奏B面,https://vd4.bdstatic.com/mda-pjwga0s9q40c7c0g/576p/h264/1698752599943043881/mda-pjwga0s9q40c7c0g.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0967350491&vid=15059226799098930132&auth_key=1703853967-0-0-98a1e04efaf423f8ac2ea25820931db4&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=212&split=980314
映山红等轻音乐8首,https://vd2.bdstatic.com/mda-niree5vxzrhpzpyp/360p/h264/1664187047039499949/mda-niree5vxzrhpzpyp.mp4?pd=2&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3071849995&vid=9179575694278979860&auth_key=1703942472-0-0-ac2eb73f5637ecf6616ecc554634576f&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=111&split=1295559
轻音乐14首,https://vd3.bdstatic.com/mda-phbd8rb5ft1qgazg/576p/h264/1691832644752893086/mda-phbd8rb5ft1qgazg.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3418451631&vid=4385859472709001091&auth_key=1705800418-0-0-955f6e2dc178c047d8eb6748a13405c7&bcevod_channel=searchbox_feed
手风琴,https://vd3.bdstatic.com/mda-pmidg30xvgcx3kzc/1080p/cae_h264/1702983087249821190/mda-pmidg30xvgcx3kzc.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1913555381&vid=4236658561973525381&auth_key=1703854913-0-0-d0ffd9ed937196b415d5d0d1bd615629&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=506&split=1570173
口哨,https://vd4.bdstatic.com/mda-nmdb43h6u824tcen/1080p/cae_h264/1671006595003930768/mda-nmdb43h6u824tcen.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3181624517&vid=4197544526244013182&auth_key=1702603381-0-0-14e5d57c7a8214d0cc397401cedf3cda&bcevod_channel=searchbox_feed
口哨7首,https://vd4.bdstatic.com/mda-nhmdpwjwu8znvguu/576p/h264/1661161238232662749/mda-nhmdpwjwu8znvguu.mp4?pd=2&pt=0&cr=1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0161591835&vid=8759172319907198908&auth_key=1703899961-0-0-8d2857181e71bb18352885b689193814&bcevod_channel=searchbox_feed
长笛,https://vd3.bdstatic.com/mda-pe93mmdnvh2e28ea/1080p/cae_h264/1683732578010378861/mda-pe93mmdnvh2e28ea.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0091728558&vid=11306694200252506121&auth_key=1702301491-0-0-bc976dc64b2a428c86da754c6ad04a3e&bcevod_channel=searchbox_feed&cntl_id=ct_dy_11_95&sle=1&sl=705&split=5909365
名曲轻音乐,https://vd2.bdstatic.com/mda-pjsajh5nxg3bn9gx/1080p/cae_h264/1698441256534164141/mda-pjsajh5nxg3bn9gx.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2695658618&vid=1353833170827364283&auth_key=1702602895-0-0-9cfe3e570a36ebc3b258f69add7fccbd&bcevod_channel=searchbox_feed
萨克斯10首,https://vd4.bdstatic.com/mda-qc83w2cgcw4zqq22/1080p/cae_h264/1710061311687006894/mda-qc83w2cgcw4zqq22.mp4?pd=2&pt=0&cr=3&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0714440171&vid=6031049016472274742&auth_key=1712108514-0-0-f3d1fdcc25e5dabdea4252f5ccf267a1&bcevod_channel=searchbox_feed
